Date,Hour,MCP
08/06/2023,21,10000.0
08/06/2023,22,10000.0
08/06/2023,23,10000.0
08/06/2023,24,10000.0
08/07/2023,1,3597.795
08/07/2023,2,3100.3325
08/07/2023,3,3150.5375
08/07/2023,4,3015.9375
08/07/2023,5,2975.0425
08/07/2023,6,2939.675
08/07/2023,7,3493.855
08/07/2023,8,3052.7425
08/07/2023,9,2747.915
08/07/2023,10,2757.375
08/07/2023,11,2393.0725
08/07/2023,12,2350.71
08/07/2023,13,2350.5875
08/07/2023,14,2507.335
08/07/2023,15,2751.5925
08/07/2023,16,2812.995
08/07/2023,17,2759.3525
08/07/2023,18,2752.3325
08/07/2023,19,3450.6875
08/07/2023,20,4712.13
08/07/2023,21,5182.71
08/07/2023,22,6375.555
08/07/2023,23,6264.8625
08/07/2023,24,5532.4875
08/08/2023,1,6280.99
08/08/2023,2,5373.995
08/08/2023,3,4286.0425
08/08/2023,4,3772.52
08/08/2023,5,3769.8125
08/08/2023,6,4808.6525
08/08/2023,7,5827.5125
08/08/2023,8,3938.33
08/08/2023,9,2945.2475
08/08/2023,10,2889.9875
08/08/2023,11,2634.9175
08/08/2023,12,2458.81
08/08/2023,13,2430.1025
08/08/2023,14,2423.6400000000003
08/08/2023,15,2885.39
08/08/2023,16,2994.3975
08/08/2023,17,3001.5275
08/08/2023,18,3351.0125
08/08/2023,19,6092.8875
08/08/2023,20,10000.0
08/08/2023,21,10000.0
08/08/2023,22,10000.0
08/08/2023,23,10000.0
08/08/2023,24,10000.0
08/09/2023,1,7705.085
08/09/2023,2,6700.1375
08/09/2023,3,5249.8125
08/09/2023,4,4830.055
08/09/2023,5,4464.512500000001
08/09/2023,6,5457.535
08/09/2023,7,6287.6175
08/09/2023,8,4812.47
08/09/2023,9,3012.2475
08/09/2023,10,3386.0475
08/09/2023,11,3000.005
08/09/2023,12,3331.4425
08/09/2023,13,3475.0375
08/09/2023,14,3465.325
08/09/2023,15,4469.4175
08/09/2023,16,5411.2575
08/09/2023,17,4442.1525
08/09/2023,18,5498.345
08/09/2023,19,8445.8975
08/09/2023,20,10000.0
08/09/2023,21,10000.0
08/09/2023,22,10000.0
08/09/2023,23,10000.0
08/09/2023,24,10000.0
08/10/2023,1,10000.0
08/10/2023,2,10000.0
08/10/2023,3,10000.0
08/10/2023,4,10000.0
08/10/2023,5,10000.0
08/10/2023,6,10000.0
08/10/2023,7,10000.0
08/10/2023,8,8300.1375
08/10/2023,9,5488.1025
08/10/2023,10,5000.595
08/10/2023,11,4558.065
08/10/2023,12,4537.047500000001
08/10/2023,13,4859.575
08/10/2023,14,4466.1875
08/10/2023,15,5357.2675
08/10/2023,16,5778.0575
08/10/2023,17,7217.362499999999
08/10/2023,18,10000.0
08/10/2023,19,10000.0
08/10/2023,20,10000.0
08/10/2023,21,10000.0
08/10/2023,22,10000.0
08/10/2023,23,10000.0
08/10/2023,24,10000.0
08/11/2023,1,3560.72
08/11/2023,2,3309.2799999999997
08/11/2023,3,3201.84
08/11/2023,4,3106.4575
08/11/2023,5,3260.09
08/11/2023,6,4136.98
08/11/2023,7,3875.085
08/11/2023,8,3999.3625
08/11/2023,9,3840.3424999999997
08/11/2023,10,3866.7174999999997
08/11/2023,11,3585.79
08/11/2023,12,3402.1825
08/11/2023,13,3149.6875
08/11/2023,14,2944.0575
08/11/2023,15,3292.1099999999997
08/11/2023,16,3768.3675
08/11/2023,17,4661.085
08/11/2023,18,8250.195
08/11/2023,19,9930.855
08/11/2023,20,5550.5975
08/11/2023,21,4546.8025
08/11/2023,22,4052.8625
08/11/2023,23,3874.8025
08/11/2023,24,3713.9425
08/12/2023,1,2469.2325
08/12/2023,2,2099.5525
08/12/2023,3,2099.39
08/12/2023,4,2099.3025000000002
08/12/2023,5,2207.0675
08/12/2023,6,3102.975
08/12/2023,7,3966.605
08/12/2023,8,5965.2175
08/12/2023,9,6499.865
08/12/2023,10,5327.67
08/12/2023,11,3855.5625
08/12/2023,12,3396.3725
08/12/2023,13,3126.8824999999997
08/12/2023,14,2960.6625
08/12/2023,15,3146.4175
08/12/2023,16,3322.635
08/12/2023,17,5152.6425
08/12/2023,18,10000.0
08/12/2023,19,10000.0
08/12/2023,20,5483.16
08/12/2023,21,3799.74
08/12/2023,22,3049.795
08/12/2023,23,2649.9175
08/12/2023,24,2649.685
09/01/2024,1,2500.1575
09/01/2024,2,2324.51
09/01/2024,3,1999.99
09/01/2024,4,1999.9375
09/01/2024,5,2340.7599999999998
09/01/2024,6,2994.0325000000003
09/01/2024,7,4371.7
09/01/2024,8,8560.0175
09/01/2024,9,10000.0
09/01/2024,10,10000.0
09/01/2024,11,9795.705
09/01/2024,12,4557.84
09/01/2024,13,3765.5775
09/01/2024,14,3425.25
09/01/2024,15,3501.795
09/01/2024,16,3788.825
09/01/2024,17,5804.5425
09/01/2024,18,10000.0
09/01/2024,19,10000.0
09/01/2024,20,8875.22
09/01/2024,21,4298.7825
09/01/2024,22,3533.7349999999997
09/01/2024,23,3054.9224999999997
09/01/2024,24,3098.535
09/02/2024,1,3106.0099999999998
09/02/2024,2,3021.8975
09/02/2024,3,2901.5975
09/02/2024,4,2874.6925
09/02/2024,5,3029.3225
09/02/2024,6,3418.03
09/02/2024,7,7290.705
09/02/2024,8,10000.0
09/02/2024,9,10000.0
09/02/2024,10,10000.0
09/02/2024,11,7285.1975
09/02/2024,12,4207.29
09/02/2024,13,3618.3475
09/02/2024,14,3388.8450000000003
09/02/2024,15,3454.7825000000003
09/02/2024,16,3760.685
09/02/2024,17,5950.2525000000005
09/02/2024,18,10000.0
09/02/2024,19,10000.0
09/02/2024,20,10000.0
09/02/2024,21,9065.375
09/02/2024,22,5406.0725
09/02/2024,23,3796.14
09/02/2024,24,3648.5775
09/03/2024,1,3623.52
09/03/2024,2,3381.8225
09/03/2024,3,3255.6525
09/03/2024,4,3165.58
09/03/2024,5,3175.4325
09/03/2024,6,3748.4775
09/03/2024,7,4712.3175
09/03/2024,8,9250.1725
09/03/2024,9,7545.2975
09/03/2024,10,4874.5525
09/03/2024,11,3862.2275
09/03/2024,12,3240.7775
09/03/2024,13,2853.425
09/03/2024,14,2679.835
09/03/2024,15,3144.9325
09/03/2024,16,3474.1225
09/03/2024,17,4722.0599999999995
09/03/2024,18,3845.3149999999996
09/03/2024,19,4735.3
09/03/2024,20,6049.5775
09/03/2024,21,5000.09
09/03/2024,22,4639.9925
09/03/2024,23,3852.58
09/03/2024,24,3658.615
09/04/2023,1,10000.0
09/04/2023,2,8954.9875
09/04/2023,3,7196.8325
09/04/2023,4,5446.84
09/04/2023,5,6737.415
09/04/2023,6,8500.24
09/04/2023,7,6317.455
09/04/2023,8,4082.2725
09/04/2023,9,3479.12
09/04/2023,10,3385.3175
09/04/2023,11,2978.37
09/04/2023,12,2588.1
09/04/2023,13,2312.38
09/04/2023,14,2139.3325
09/04/2023,15,2369.3224999999998
09/04/2023,16,2765.9525
09/04/2023,17,3119.26
09/04/2023,18,3389.93
09/04/2023,19,4744.33
09/04/2023,20,6362.0675
09/04/2023,21,6242.6175
09/04/2023,22,6343.9925
09/04/2023,23,7755.3775000000005
09/04/2023,24,7339.8425
09/05/2023,1,10000.0
09/05/2023,2,8813.99
09/05/2023,3,5475.6875
09/05/2023,4,4629.9375
09/05/2023,5,3957.4825
09/05/2023,6,3928.2400000000002
09/05/2023,7,3708.6225
09/05/2023,8,3553.765
09/05/2023,9,3016.9700000000003
09/05/2023,10,3016.9449999999997
09/05/2023,11,3032.18
09/05/2023,12,3179.06
09/05/2023,13,3047.2475
09/05/2023,14,2878.4700000000003
09/05/2023,15,2973.685
09/05/2023,16,3443.6275
09/05/2023,17,3503.225
09/05/2023,18,3589.9825
09/05/2023,19,5149.91
09/05/2023,20,10000.0
09/05/2023,21,7618.85
09/05/2023,22,10000.0
09/05/2023,23,10000.0
09/05/2023,24,10000.0
09/06/2023,1,10000.0
09/06/2023,2,10000.0
09/06/2023,3,7476.925
09/06/2023,4,6312.96
09/06/2023,5,5690.745
09/06/2023,6,5937.775
09/06/2023,7,4282.8175
09/06/2023,8,3654.96
09/06/2023,9,3782.6775
09/06/2023,10,3833.15
09/06/2023,11,3822.085
09/06/2023,12,3996.5950000000003
09/06/2023,13,3877.505
09/06/2023,14,4080.0375
09/06/2023,15,5987.4800000000005
09/06/2023,16,6546.9075
09/06/2023,17,6374.92
09/06/2023,18,5612.8775000000005
09/06/2023,19,5125.8875
09/06/2023,20,7345.6525
09/06/2023,21,9749.94
09/06/2023,22,10000.0
09/06/2023,23,10000.0
09/06/2023,24,10000.0
09/07/2023,1,3652.3425
09/07/2023,2,3307.2725
09/07/2023,3,3146.625
09/07/2023,4,2774.4925000000003
09/07/2023,5,2154.5150000000003
09/07/2023,6,2244.46
09/07/2023,7,2600.6225
09/07/2023,8,2144.6175
09/07/2023,9,1667.4975
09/07/2023,10,1436.9475
09/07/2023,11,1111.8
09/07/2023,12,1000.2925
09/07/2023,13,999.8675000000001
09/07/2023,14,1160.34
09/07/2023,15,1491.8175
09/07/2023,16,1949.2375
09/07/2023,17,1949.3825000000002
09/07/2023,18,1711.9275
09/07/2023,19,1831.12
09/07/2023,20,3463.44
09/07/2023,21,3843.335
09/07/2023,22,4092.5025
09/07/2023,23,4422.4475
09/07/2023,24,4344.9475
09/08/2023,1,10000.0
09/08/2023,2,9528.3825
09/08/2023,3,6307.3075
09/08/2023,4,4971.485
09/08/2023,5,5089.985000000001
09/08/2023,6,7655.0275
09/08/2023,7,9458.0375
09/08/2023,8,5713.21
09/08/2023,9,3444.025
09/08/2023,10,3299.3775
09/08/2023,11,3226.1775
09/08/2023,12,3222.2775
09/08/2023,13,3214.8475
09/08/2023,14,3154.515
09/08/2023,15,3332.0775
09/08/2023,16,3456.485
09/08/2023,17,3950.5924999999997
09/08/2023,18,5247.8375
09/08/2023,19,9447.31
09/08/2023,20,10000.0
09/08/2023,21,10000.0
09/08/2023,22,10000.0
09/08/2023,23,10000.0
09/08/2023,24,10000.0
09/09/2023,1,8768.5
09/09/2023,2,6627.3625
09/09/2023,3,4922.71
09/09/2023,4,4297.33
09/09/2023,5,3964.99
09/09/2023,6,5349.855
09/09/2023,7,6027.0599999999995
09/09/2023,8,5300.4
09/09/2023,9,3931.38
09/09/2023,10,3457.8775
09/09/2023,11,2987.7775
09/09/2023,12,3090.61
09/09/2023,13,3269.585
09/09/2023,14,3375.5675
09/09/2023,15,4233.06
09/09/2023,16,4872.950000000001
09/09/2023,17,5204.43
09/09/2023,18,4926.1375
09/09/2023,19,6317.67
09/09/2023,20,10000.0
09/09/2023,21,10000.0
09/09/2023,22,10000.0
09/09/2023,23,10000.0
09/09/2023,24,10000.0
09/10/2023,1,10000.0
09/10/2023,2,10000.0
09/10/2023,3,10000.0
09/10/2023,4,10000.0
09/10/2023,5,10000.0
09/10/2023,6,10000.0
09/10/2023,7,10000.0
09/10/2023,8,10000.0
09/10/2023,9,10000.0
09/10/2023,10,7126.835
09/10/2023,11,5977.525
09/10/2023,12,5747.6675
09/10/2023,13,5593.6925
09/10/2023,14,5433.8375
09/10/2023,15,9263.869999999999
09/10/2023,16,10000.0
09/10/2023,17,10000.0
09/10/2023,18,10000.0
09/10/2023,19,10000.0
09/10/2023,20,10000.0
09/10/2023,21,10000.0
09/10/2023,22,10000.0
09/10/2023,23,10000.0
09/10/2023,24,10000.0
09/11/2023,1,3577.2275
09/11/2023,2,3481.5875
09/11/2023,3,3366.6225
09/11/2023,4,3290.8075
09/11/2023,5,3455.1875
09/11/2023,6,4117.985
09/11/2023,7,4149.702499999999
09/11/2023,8,4098.83
09/11/2023,9,3975.415
09/11/2023,10,4046.415
09/11/2023,11,3614.1549999999997
09/11/2023,12,3500.6375
09/11/2023,13,3314.5675
09/11/2023,14,3278.935
09/11/2023,15,3529.08
09/11/2023,16,4049.13
09/11/2023,17,5185.285
09/11/2023,18,9733.744999999999
09/11/2023,19,10000.0
09/11/2023,20,5350.3
09/11/2023,21,4647.25
09/11/2023,22,4128.62
09/11/2023,23,4057.4425
09/11/2023,24,3776.6475
09/12/2023,1,2124.9674999999997
09/12/2023,2,2099.355
09/12/2023,3,2099.11
09/12/2023,4,2064.135
09/12/2023,5,2206.7525
09/12/2023,6,2846.0825
09/12/2023,7,3486.5074999999997
09/12/2023,8,5333.9725
09/12/2023,9,4646.1875
09/12/2023,10,3798.4025
09/12/2023,11,3542.9624999999996
09/12/2023,12,3192.865
09/12/2023,13,3103.7325
09/12/2023,14,2657.18
09/12/2023,15,3025.175
09/12/2023,16,3311.7225
09/12/2023,17,3510.685
09/12/2023,18,9124.9975
09/12/2023,19,10000.0
09/12/2023,20,4687.6075
09/12/2023,21,3578.94
09/12/2023,22,3049.705
09/12/2023,23,2649.73
09/12/2023,24,2649.2825000000003
10/01/2024,1,2997.7075
10/01/2024,2,2943.31
10/01/2024,3,2559.605
10/01/2024,4,2499.8075
10/01/2024,5,2823.465
10/01/2024,6,3155.06
10/01/2024,7,4592.8575
10/01/2024,8,10000.0
10/01/2024,9,10000.0
10/01/2024,10,10000.0
10/01/2024,11,10000.0
10/01/2024,12,5525.6175
10/01/2024,13,4403.8675
10/01/2024,14,3328.0275
10/01/2024,15,3507.9725
10/01/2024,16,3595.395
10/01/2024,17,7191.297500000001
10/01/2024,18,10000.0
10/01/2024,19,10000.0
10/01/2024,20,9125.23
10/01/2024,21,4601.1025
10/01/2024,22,3931.17
10/01/2024,23,3230.46
10/01/2024,24,3121.4425
10/02/2024,1,3504.07
10/02/2024,2,3345.6825
10/02/2024,3,3233.0075
10/02/2024,4,3180.3375
10/02/2024,5,3282.995
10/02/2024,6,3554.9175
10/02/2024,7,8052.7775
10/02/2024,8,10000.0
10/02/2024,9,10000.0
10/02/2024,10,10000.0
10/02/2024,11,6453.0125
10/02/2024,12,3822.9025
10/02/2024,13,3574.795
10/02/2024,14,3086.5875
10/02/2024,15,3119.36
10/02/2024,16,3558.0325
10/02/2024,17,4154.3925
10/02/2024,18,7902.135
10/02/2024,19,10000.0
10/02/2024,20,10000.0
10/02/2024,21,8618.31
10/02/2024,22,5386.8
10/02/2024,23,3925.6125
10/02/2024,24,3587.39
10/03/2024,1,3431.6175
10/03/2024,2,3188.0725
10/03/2024,3,3156.185
10/03/2024,4,3090.63
10/03/2024,5,3156.67
10/03/2024,6,3576.4674999999997
10/03/2024,7,3584.92
10/03/2024,8,4247.7725
10/03/2024,9,4244.3625
10/03/2024,10,3798.5375
10/03/2024,11,3319.9300000000003
10/03/2024,12,3238.425
10/03/2024,13,2945.6125
10/03/2024,14,2679.3975
10/03/2024,15,2881.7174999999997
10/03/2024,16,3095.785
10/03/2024,17,3269.4475
10/03/2024,18,3216.5950000000003
10/03/2024,19,3869.9449999999997
10/03/2024,20,4024.9075
10/03/2024,21,3871.425
10/03/2024,22,3665.2349999999997
10/03/2024,23,3557.625
10/03/2024,24,3499.7425
10/04/2023,1,9873.8125
10/04/2023,2,8759.4475
10/04/2023,3,8090.0650000000005
10/04/2023,4,7400.0975
10/04/2023,5,8437.3925
10/04/2023,6,9742.44
10/04/2023,7,7532.29
10/04/2023,8,4810.7425
10/04/2023,9,3990.975
10/04/2023,10,3932.4625
10/04/2023,11,3419.5299999999997
10/04/2023,12,3294.0825
10/04/2023,13,3108.765
10/04/2023,14,2890.09
10/04/2023,15,3259.105
10/04/2023,16,3510.09
10/04/2023,17,4116.215
10/04/2023,18,5333.3125
10/04/2023,19,9375.1225
10/04/2023,20,10000.0
10/04/2023,21,10000.0
10/04/2023,22,10000.0
10/04/2023,23,10000.0
10/04/2023,24,10000.0
10/05/2023,1,10000.0
10/05/2023,2,10000.0
10/05/2023,3,8062.4025
10/05/2023,4,6150.337500000001
10/05/2023,5,5406.7175
10/05/2023,6,5310.1475
10/05/2023,7,4807.455
10/05/2023,8,3850.2275
10/05/2023,9,3527.3050000000003
10/05/2023,10,3384.4675
10/05/2023,11,3423.845
10/05/2023,12,3509.4049999999997
10/05/2023,13,3406.44
10/05/2023,14,3178.6325
10/05/2023,15,3429.3050000000003
10/05/2023,16,3624.81
10/05/2023,17,3858.6775
10/05/2023,18,4090.44
10/05/2023,19,6382.955
10/05/2023,20,10000.0
10/05/2023,21,10000.0
10/05/2023,22,10000.0
10/05/2023,23,10000.0
10/05/2023,24,10000.0
10/06/2023,1,10000.0
10/06/2023,2,10000.0
10/06/2023,3,10000.0
10/06/2023,4,8800.2975
10/06/2023,5,6552.4400000000005
10/06/2023,6,6437.5824999999995
10/06/2023,7,4840.5
10/06/2023,8,3677.29
10/06/2023,9,3655.74
10/06/2023,10,3734.88
10/06/2023,11,3596.8025
10/06/2023,12,3758.38
10/06/2023,13,3907.4475
10/06/2023,14,3852.865
10/06/2023,15,4696.61
10/06/2023,16,5522.3575
10/06/2023,17,4946.5675
10/06/2023,18,4799.3425
10/06/2023,19,4927.3575
10/06/2023,20,9524.7475
10/06/2023,21,10000.0
10/06/2023,22,10000.0
10/06/2023,23,10000.0
10/06/2023,24,10000.0
10/07/2023,1,3630.42
10/07/2023,2,3430.1325
10/07/2023,3,3156.1325
10/07/2023,4,2977.8824999999997
10/07/2023,5,2667.35
10/07/2023,6,2887.77
10/07/2023,7,3517.1800000000003
10/07/2023,8,3027.085
10/07/2023,9,2741.5699999999997
10/07/2023,10,2739.0825
10/07/2023,11,2556.63
10/07/2023,12,2485.245
10/07/2023,13,2477.105
10/07/2023,14,2312.495
10/07/2023,15,2609.5725
10/07/2023,16,3047.9725
10/07/2023,17,2977.86
10/07/2023,18,3091.1275
10/07/2023,19,3671.15
10/07/2023,20,5809.8175
10/07/2023,21,6792.6875
10/07/2023,22,7937.6075
10/07/2023,23,8500.105
10/07/2023,24,7223.02
10/08/2023,1,10000.0
10/08/2023,2,10000.0
10/08/2023,3,9352.46
10/08/2023,4,6412.685
10/08/2023,5,8273.8275
10/08/2023,6,10000.0
10/08/2023,7,10000.0
10/08/2023,8,8469.6225
10/08/2023,9,4404.889999999999
10/08/2023,10,4386.8875
10/08/2023,11,4431.875
10/08/2023,12,4334.3675
10/08/2023,13,3930.1325
10/08/2023,14,3638.365
10/08/2023,15,4266.955
10/08/2023,16,4457.1224999999995
10/08/2023,17,4957.585
10/08/2023,18,7177.87
10/08/2023,19,10000.0
10/08/2023,20,10000.0
10/08/2023,21,10000.0
10/08/2023,22,10000.0
10/08/2023,23,10000.0
10/08/2023,24,10000.0
10/09/2023,1,5625.1425
10/09/2023,2,4622.6475
10/09/2023,3,4066.9225
10/09/2023,4,4152.4925
10/09/2023,5,3802.305
10/09/2023,6,3693.1400000000003
10/09/2023,7,4697.2975
10/09/2023,8,3833.62
10/09/2023,9,2749.3075
10/09/2023,10,2357.0625
10/09/2023,11,1999.665
10/09/2023,12,1999.1525000000001
10/09/2023,13,1841.1075
10/09/2023,14,1994.2675
10/09/2023,15,2087.405
10/09/2023,16,2764.85
10/09/2023,17,2899.465
10/09/2023,18,2876.96
10/09/2023,19,3536.3725
10/09/2023,20,4918.5
10/09/2023,21,5183.6050000000005
10/09/2023,22,5342.275
10/09/2023,23,5827.33
10/09/2023,24,5936.01
10/10/2023,1,10000.0
10/10/2023,2,10000.0
10/10/2023,3,10000.0
10/10/2023,4,10000.0
10/10/2023,5,10000.0
10/10/2023,6,10000.0
10/10/2023,7,10000.0
10/10/2023,8,10000.0
10/10/2023,9,10000.0
10/10/2023,10,10000.0
10/10/2023,11,10000.0
10/10/2023,12,10000.0
10/10/2023,13,10000.0
10/10/2023,14,10000.0
10/10/2023,15,10000.0
10/10/2023,16,10000.0
10/10/2023,17,10000.0
10/10/2023,18,10000.0
10/10/2023,19,10000.0
10/10/2023,20,10000.0
10/10/2023,21,10000.0
10/10/2023,22,10000.0
10/10/2023,23,10000.0
10/10/2023,24,10000.0
10/11/2023,1,3544.5325000000003
10/11/2023,2,3260.9125
10/11/2023,3,3153.7975
10/11/2023,4,2971.5875
10/11/2023,5,3208.665
10/11/2023,6,3960.785
10/11/2023,7,4437.58
10/11/2023,8,4626.3925
10/11/2023,9,4202.305
10/11/2023,10,4024.585
10/11/2023,11,3925.4025
10/11/2023,12,3530.5425
10/11/2023,13,3213.955
10/11/2023,14,3061.3825
10/11/2023,15,3492.7650000000003
10/11/2023,16,4162.29
10/11/2023,17,4797.465
10/11/2023,18,6989.9875
10/11/2023,19,9677.1625
10/11/2023,20,4444.6849999999995
10/11/2023,21,4145.675
10/11/2023,22,4015.0475
10/11/2023,23,3638.0
10/11/2023,24,3462.785
10/12/2023,1,2796.5525
10/12/2023,2,2522.1949999999997
10/12/2023,3,2243.15
10/12/2023,4,2098.7425
10/12/2023,5,2324.1225
10/12/2023,6,2963.8625
10/12/2023,7,3397.0775
10/12/2023,8,3958.325
10/12/2023,9,3774.0299999999997
10/12/2023,10,3386.6125
10/12/2023,11,3131.22
10/12/2023,12,2953.125
10/12/2023,13,2618.5525
10/12/2023,14,2349.69
10/12/2023,15,2580.8175
10/12/2023,16,2908.975
10/12/2023,17,3267.44
10/12/2023,18,4376.4974999999995
10/12/2023,19,4762.92
10/12/2023,20,3700.095
10/12/2023,21,3171.3625
10/12/2023,22,3049.59
10/12/2023,23,2729.4775
10/12/2023,24,2648.33
11/01/2024,1,2997.5150000000003
11/01/2024,2,2729.395
11/01/2024,3,2450.0950000000003
11/01/2024,4,2325.71
11/01/2024,5,2600.5425
11/01/2024,6,3057.38
11/01/2024,7,3875.595
11/01/2024,8,6417.9775
11/01/2024,9,10000.0
11/01/2024,10,10000.0
11/01/2024,11,10000.0
11/01/2024,12,6393.4375
11/01/2024,13,4147.34
11/01/2024,14,3473.0125
11/01/2024,15,3521.88
11/01/2024,16,3533.6324999999997
11/01/2024,17,4956.4275
11/01/2024,18,10000.0
11/01/2024,19,10000.0
11/01/2024,20,8190.264999999999
11/01/2024,21,4379.85
11/01/2024,22,3652.2
11/01/2024,23,3131.4375
11/01/2024,24,3084.705
11/02/2024,1,3305.3725
11/02/2024,2,3115.8050000000003
11/02/2024,3,3042.91
11/02/2024,4,3001.2125
11/02/2024,5,3146.74
11/02/2024,6,3314.715
11/02/2024,7,4188.0825
11/02/2024,8,8750.1475
11/02/2024,9,10000.0
11/02/2024,10,5316.82
11/02/2024,11,3807.865
11/02/2024,12,3597.9775
11/02/2024,13,3463.79
11/02/2024,14,2979.6225
11/02/2024,15,2895.5924999999997
11/02/2024,16,3065.5325
11/02/2024,17,3500.29
11/02/2024,18,3597.5525
11/02/2024,19,4499.4175
11/02/2024,20,5479.525
11/02/2024,21,4132.3375
11/02/2024,22,3922.8625
11/02/2024,23,3652.3925
11/02/2024,24,3401.0075
11/03/2024,1,3447.6225
11/03/2024,2,3255.5625
11/03/2024,3,3158.485
11/03/2024,4,3114.61
11/03/2024,5,3181.695
11/03/2024,6,3606.7425000000003
11/03/2024,7,3904.3925
11/03/2024,8,8725.0975
11/03/2024,9,5244.525
11/03/2024,10,4345.9275
11/03/2024,11,3515.85
11/03/2024,12,3431.8825
11/03/2024,13,3068.775
11/03/2024,14,2779.0125
11/03/2024,15,2966.9700000000003
11/03/2024,16,3232.79
11/03/2024,17,3470.62
11/03/2024,18,3559.555
11/03/2024,19,4902.1975
11/03/2024,20,5041.04
11/03/2024,21,4352.2775
11/03/2024,22,4092.6025
11/03/2024,23,3690.9300000000003
11/03/2024,24,3648.5775
11/04/2023,1,10000.0
11/04/2023,2,9875.1
11/04/2023,3,7704.4325
11/04/2023,4,7179.1275000000005
11/04/2023,5,8032.37
11/04/2023,6,9144.775
11/04/2023,7,8520.567500000001
11/04/2023,8,5205.8150000000005
11/04/2023,9,4122.6675
11/04/2023,10,4040.505
11/04/2023,11,3509.775
11/04/2023,12,3248.7775
11/04/2023,13,3259.365
11/04/2023,14,3009.2725
11/04/2023,15,3318.5725
11/04/2023,16,3561.435
11/04/2023,17,4639.2474999999995
11/04/2023,18,5812.1525
11/04/2023,19,9339.85
11/04/2023,20,10000.0
11/04/2023,21,10000.0
11/04/2023,22,10000.0
11/04/2023,23,10000.0
11/04/2023,24,10000.0
11/05/2023,1,10000.0
11/05/2023,2,8127.3325
11/05/2023,3,5291.407499999999
11/05/2023,4,4212.9575
11/05/2023,5,3786.215
11/05/2023,6,3801.0875
11/05/2023,7,3712.4649999999997
11/05/2023,8,3466.5525
11/05/2023,9,3241.2925
11/05/2023,10,3343.975
11/05/2023,11,3454.5874999999996
11/05/2023,12,3490.085
11/05/2023,13,3419.785
11/05/2023,14,3311.3925
11/05/2023,15,3552.2925
11/05/2023,16,3644.05
11/05/2023,17,3681.165
11/05/2023,18,4383.6675
11/05/2023,19,5121.4375
11/05/2023,20,10000.0
11/05/2023,21,10000.0
11/05/2023,22,10000.0
11/05/2023,23,10000.0
11/05/2023,24,10000.0
11/06/2023,1,10000.0
11/06/2023,2,9477.71
11/06/2023,3,7800.2175
11/06/2023,4,6120.515
11/06/2023,5,5937.7175
11/06/2023,6,5250.0875
11/06/2023,7,4291.9625
11/06/2023,8,3504.1724999999997
11/06/2023,9,3083.0625
11/06/2023,10,2904.3250000000003
11/06/2023,11,2847.1324999999997
11/06/2023,12,3042.9525
11/06/2023,13,2963.19
11/06/2023,14,2964.7175
11/06/2023,15,3411.69
11/06/2023,16,3555.5575
11/06/2023,17,3545.035
11/06/2023,18,3456.415
11/06/2023,19,3520.785
11/06/2023,20,3787.015
11/06/2023,21,4510.795
11/06/2023,22,7491.8775000000005
11/06/2023,23,10000.0
11/06/2023,24,10000.0
11/07/2023,1,9227.27
11/07/2023,2,5818.1325
11/07/2023,3,4461.58
11/07/2023,4,3739.5625
11/07/2023,5,3545.8775
11/07/2023,6,4025.2325
11/07/2023,7,5020.545
11/07/2023,8,3793.4775
11/07/2023,9,3107.4075000000003
11/07/2023,10,3128.56
11/07/2023,11,3030.39
11/07/2023,12,3225.21
11/07/2023,13,3217.3975
11/07/2023,14,3231.045
11/07/2023,15,3320.75
11/07/2023,16,3297.3199999999997
11/07/2023,17,3288.045
11/07/2023,18,3349.36
11/07/2023,19,5030.475
11/07/2023,20,9500.2225
11/07/2023,21,10000.0
11/07/2023,22,10000.0
11/07/2023,23,10000.0
11/07/2023,24,10000.0
11/08/2023,1,10000.0
11/08/2023,2,10000.0
11/08/2023,3,10000.0
11/08/2023,4,9825.925
11/08/2023,5,8216.2625
11/08/2023,6,9430.782500000001
11/08/2023,7,10000.0
11/08/2023,8,8399.675
11/08/2023,9,5478.139999999999
11/08/2023,10,5185.35
11/08/2023,11,4881.9475
11/08/2023,12,4438.485
11/08/2023,13,4036.84
11/08/2023,14,4077.4575
11/08/2023,15,5370.8724999999995
11/08/2023,16,5640.63
11/08/2023,17,7056.8175
11/08/2023,18,9750.1275
11/08/2023,19,10000.0
11/08/2023,20,10000.0
11/08/2023,21,10000.0
11/08/2023,22,10000.0
11/08/2023,23,10000.0
11/08/2023,24,10000.0
11/09/2023,1,4066.3325
11/09/2023,2,3024.8375
11/09/2023,3,2974.0074999999997
11/09/2023,4,2962.205
11/09/2023,5,2912.02
11/09/2023,6,3043.8225
11/09/2023,7,5217.3
11/09/2023,8,5188.0475
11/09/2023,9,3489.285
11/09/2023,10,3437.7975
11/09/2023,11,2688.6525
11/09/2023,12,1996.935
11/09/2023,13,1659.5225
11/09/2023,14,2070.21
11/09/2023,15,3459.5725
11/09/2023,16,4926.7225
11/09/2023,17,6001.7775
11/09/2023,18,5828.6875
11/09/2023,19,6021.62
11/09/2023,20,7684.9349999999995
11/09/2023,21,6606.264999999999
11/09/2023,22,6547.1975
11/09/2023,23,7131.75
11/09/2023,24,7434.545
11/10/2023,1,10000.0
11/10/2023,2,10000.0
11/10/2023,3,10000.0
11/10/2023,4,10000.0
11/10/2023,5,10000.0
11/10/2023,6,10000.0
11/10/2023,7,10000.0
